company_name,website_url,location,has_website,has_business_email,has_contact_email,has_phone,has_whatsapp,has_contact_form,has_linkedin,has_founder,has_ceo,has_cto,decision_makers_count,technologies,has_mobile_app,has_ai_features,has_automation,has_live_chat,has_call_to_action,is_outdated,poor_ui_ux,missing_seo,weak_branding,lead_score,priority_level,priority_country
Software Pro Digital,https://softwareprodigital.com/,"New York, USA",True,True,True,True,False,True,True,True,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'Node', 'TensorFlow', 'Rust', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,0,1,0,100.0,High,True
Innovating Signs,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Ace Distributors,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Newmedia,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Verizon,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Blackbelt Commerce,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Keiter,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Malor & Company,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Ziggle Tech,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Exine,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Oraiko,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Lumina,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
eMazzanti Technologies,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
webworks web design,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Computuners,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Princeton IT Services,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Intellectsoft,,"New York, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Blank & Co.,/aclk?sa=L&ai=DChsSEwjBmp6GlcWVAxUcyDwCHSDRFAoYACICCAEQABoCc2Y&co=1&ase=2&gclid=EAIaIQobChMIwZqehpXFlQMVHMg8Ah0g0RQKEBAYASAAEgI3jvD_BwE&cid=CAASuwHkaHeNrxuX8Vd14-oHUG4xyOCSg_tLcY84w955P2VmZyjL0gyg43s6_Yo8_ZZysprx_I-lxtJBxvH94K_t8advueo8__BGjtHLxqGL8TDTfZ-CcYGMyZ2pQvH9goFil09EfBqBEAM9Gw6IkFm0b2wPwaAExHK86xd4VqfCeiOqD4sVJJd8zln8b5qQ9e85TlFUCfamneTX4KA3LTt0vZOxRT4ev7h5Mo_dR-sGts1q7BT6fpzTplo34pEf&cce=2&category=acrcp_v1_32&sig=AOD64_1ynytaEMhNorH-0mkmIub3DQNupQ&adurl&rct=j&q&ctype=99&nis=6,"Los Angeles, USA",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
"App Makers LA | App, Web, AI & Software Development",http://www.appmakersla.com/,"Los Angeles, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Python', 'Java', 'Django', 'PHP', 'React', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,1,1,1,1,100.0,High,True
TechGropse Los Angeles - Mobile App Development Company | App Developer | Application Development,https://www.techgropse.com/mobile-app-development-company-los-angeles,"Los Angeles, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'Django', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
Los Angeles Software Developers,http://losangelessoftwaredevelopers.com/,"Los Angeles, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'Laravel', 'React', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,1,0,1,1,0,1,0,100.0,High,True
Dcp Crea,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
City Of Code,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Pink Gorilla Software,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Luxurea,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
NiroWebix,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Mad Mind Studios,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Design Coalescence,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Caspian Services,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
My Company Site,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Sacred Cow Studios,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Just In-Builds,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Workroom Marketing,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Orange Web Group,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
We Solve Problems,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
InfoTech Depot,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Inteloraa,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Cloud 77,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
iolo,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
West LA Computer Expert,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Nettechy,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Consagous Technologies,,"Los Angeles, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
TechGropse Chicago - Mobile App Development Company | Node Js | Software Developers,https://www.techgropse.com/mobile-app-development-company-chicago,"Chicago, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'Django', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
AppCrops - Mobile App & Software Development Company,https://appcrops.com/,"Chicago, USA",True,True,True,True,False,True,True,False,False,False,2.0,"['Angular', 'Python', 'Java', 'React', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,0,1,0,1,100.0,High,True
IST Custom Software Development Chicago,https://customsoftwarechicago.com/,"Chicago, USA",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
Moon Technolabs,https://www.moontechnolabs.com/?utm_source=GMB&utm_medium=IL&utm_campaign=GMB_Chicago,"Chicago, USA",True,True,True,True,False,True,True,True,False,False,2.0,"['Angular', 'Python', 'PHP', 'Node', 'React', 'Laravel', 'Azure', 'Rust', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
TekRevol Chicago - Mobile App Development Company,https://www.tekrevol.com/app-development-chicago?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-chicago,"Chicago, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
TXI,http://www.txidigital.com/,"Chicago, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'Vue', 'Docker', '.NET']",1,1,1,0,1,1,0,1,0,100.0,High,True
AdTime Marketing,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
LaunchLayer,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
OptiSearch Digital Marketing,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Oshaii Marketing,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Lukky Solutions,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Digi Dolls,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
2 Find Marketing,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Reliable Information Technology,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Dantech,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Comset Computers,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Mightybytes,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Wezom,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
New Peak Solutions,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
ITGuy Solutions,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Varsys Web Design & Development,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Chat Tech Solutions,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Innopas,,"Chicago, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
WALTLabs,/aclk?sa=L&ai=DChsSEwit8tK7lcWVAxWILIMDHdIBK8kYACICCAEQABoCc2Y&co=1&ase=2&gclid=EAIaIQobChMIrfLSu5XFlQMViCyDAx3SASvJEBAYASAAEgJQ1fD_BwE&cid=CAASuwHkaOH0OxrFQdCaYChipI0FSBYWLQg9sAY5eh9bZFLqF20lezQsJYXfkbSPuk_v4t6E_QfVW-JM9EuBxgsFOQgVaWzOoXtruiCxhmJzb6kU6PtL8Xvn7GRvIUqj3LJTtvB-2H4zHBEWTunZR7p1XLaYgudGLuTQygziU51OPXLj4od7adUsVuWoYAt_zWWTFcbwX8sPnJjgN7Af8S-8JsO9YAwg0CKEf3LteD7TPARuXHUe4-8YPyWTEu-P&cce=2&category=acrcp_v1_32&sig=AOD64_3yoFROOrVwGYMJqOLb-NNbwDhzmw&adurl&rct=j&q&ctype=99&nis=6,"Houston, USA",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
Liquid Technologies - Software and Mobile App Development Company Houston,https://liqteq.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_profile,"Houston, USA",True,True,True,True,False,True,True,False,True,False,1.0,"['Angular', 'Java', 'Kubernetes', 'PHP', 'TensorFlow', 'Azure', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,0,1,0,100.0,High,True
Houston Software Development Company - Entrance,https://entranceconsulting.com/software-development-company-houston/,"Houston, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,0,1,0,100.0,High,True
Tekrevol Houston - Mobile App Development Company | Hire App Developers in Houston,https://www.tekrevol.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-houston,"Houston, USA",True,True,True,True,False,True,True,True,True,True,4.0,"['Angular', 'Python', 'Java', 'Kubernetes', 'PHP', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
Zibtek - Software Development Company in Houston,https://www.zibtek.com/software-development-company-houston?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=houston_gmb,"Houston, USA",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'PHP', 'Node', 'React', 'Laravel', 'TensorFlow', 'Go', '.NET', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,0,1,0,1,100.0,High,True
Octal Digital Houston - Mobile App Development Company,https://www.octaldigital.com/houston-tx/?utm_source=google&utm_medium=gmb&utm_campaign=hou,"Houston, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Python', 'Java', 'Django', 'PHP', 'Node', 'React', 'Laravel', 'Azure', 'Rust', 'Ruby', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,0,1,0,100.0,High,True
Octaria Software Development,https://octaria.com/,"Houston, USA",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Java', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'Docker', '.NET']",1,1,1,0,1,0,1,1,1,100.0,High,True
Software Orca,https://www.softwareorca.com/app-development-houston/,"Houston, USA",True,True,True,True,False,True,True,True,False,False,2.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'PHP', 'Node', 'React', 'Azure', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
Anuh Digital Studio,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Connective Web Design,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Carbonrepro,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
SelfMade Consulting Group,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Leych Company,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Computer-Wiz,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
"Texas Computer Guy, Inc.",,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Internetwork Consulting,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Blaze IT,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Mobisoft Infotech,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Technoholic Advance Solutions,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
SpaceCenter Systems,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Enet Technologies,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Global It Experts,,"Houston, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Growth Circuit Digital,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Grupo Estrategia y Marca,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Gomez Design Company,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Alpha Cloud Technologies,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
JARM total solution,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Appy,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Rave Digital,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Ny Software & It,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Villtech,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Nimbuspc,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Wedowebapps,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
SDSol Technologies,,"Miami, USA",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Pickl,/aclk?sa=L&ai=DChsSEwjXs4bnlcWVAxWpwzwCHZIfFbQYACICCAEQBBoCc2Y&co=1&ase=2&gclid=EAIaIQobChMI17OG55XFlQMVqcM8Ah2SHxW0EBAYASAAEgKyofD_BwE&cid=CAASuwHkaHOzO_Yil2Qkpf_MlvOGY1CN3D1k0w7XU0LwueXkWZ9BfVV7RzXMY8MWlPkMMvKb5Y2EbAC2iV0UHOjvOl8o4CaND_L7iUZpTd_wQSGUpHavfjNSuP8fVv5YVB81BnUrroy-O__j_I0luyQc7Let5e9kmHxuZfo7O0auiSZ8CGqK4jopzNFcVclAXfIN1cv5FEbeEkrs4mT7zLwPF8J4OUeQql3JzZTlvrcuOzQZY10IGh4MU8YPaHEU&cce=2&category=acrcp_v1_33&sig=AOD64_1UbEzI65WaaHZ_5l0q5lChbQT8EQ&adurl&rct=j&q&ctype=99&nis=6,"London, UK",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
ToXSL Technologies UK - Mobile App Development And Web Development Company,/aclk?sa=L&ai=DChsSEwjXs4bnlcWVAxWpwzwCHZIfFbQYACICCAEQBRoCc2Y&co=1&ase=2&gclid=EAIaIQobChMI17OG55XFlQMVqcM8Ah2SHxW0EBAYAiAAEgILA_D_BwE&cid=CAASuwHkaHOzO_Yil2Qkpf_MlvOGY1CN3D1k0w7XU0LwueXkWZ9BfVV7RzXMY8MWlPkMMvKb5Y2EbAC2iV0UHOjvOl8o4CaND_L7iUZpTd_wQSGUpHavfjNSuP8fVv5YVB81BnUrroy-O__j_I0luyQc7Let5e9kmHxuZfo7O0auiSZ8CGqK4jopzNFcVclAXfIN1cv5FEbeEkrs4mT7zLwPF8J4OUeQql3JzZTlvrcuOzQZY10IGh4MU8YPaHEU&cce=2&category=acrcp_v1_32&sig=AOD64_0Z-_nUepvKHFhfNlv_zhpuQae3OQ&adurl&rct=j&q&ctype=99&nis=6,"London, UK",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
"Krify | Top Mobile App Company in London, United Kingdom",https://krify.co.uk/?utm_source=Google_MyBusiness_UK,"London, UK",True,True,True,True,True,True,False,False,False,False,0.0,"['Angular', 'Python', 'Java', 'Django', 'PHP', 'Node', 'React', 'Laravel', 'Azure', 'Rust', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'Flask']",1,1,0,0,1,0,1,1,1,100.0,High,True
Limeup — Сustom Software Development Company,https://limeup.io/,"London, UK",True,True,True,True,False,True,True,False,True,True,2.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,1,1,1,100.0,High,True
Esferasoft Solutions UK - Mobile App & Software Development Company,https://esferasoft.co.uk/,"London, UK",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Python', 'Java', 'PHP', 'React', 'TensorFlow', 'Azure', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET', 'PyTorch']",1,1,1,0,1,1,1,1,1,100.0,High,True
Westferry Tech | Website Development Company | Software Development Company | Mobile App Development Company in London UK,https://www.westferrytech.com/,"London, UK",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Azure', 'Rust', 'Go', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,1,1,1,1,100.0,High,True
Software Development UK,https://www.softwaredevelopment.co.uk/?utm_source=gmb&utm_medium=organic&utm_campaign=Google%20My%20Business,"London, UK",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'Node', 'TensorFlow', 'Rust', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,0,1,1,0,1,0,100.0,High,True
"5StarDesigners Ltd. - Mobile App and Software Development Company in London, UK",https://5star-designers.co.uk/,"London, UK",True,True,True,True,False,True,True,False,False,False,1.0,"['Angular', 'Java', 'PHP', 'Laravel', 'React', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker']",1,1,1,0,1,0,0,1,1,100.0,High,True
Software Development Company Uk,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
The Color Company,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Babel PR,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Metro Web Team,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Digital Marketing Labs,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Gravity Software,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Nimble AppGenie,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Maxima Local,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
UXB London,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Quintessa Media,,"London, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Venom IT,/aclk?sa=L&ai=DChsSEwiojPr1lcWVAxV9JIMDHfUvEokYACICCAEQABoCc2Y&co=1&ase=2&gclid=EAIaIQobChMIqIz69ZXFlQMVfSSDAx31LxKJEBAYASAAEgKSIfD_BwE&cid=CAASuwHkaJ0VpDnLj7zObfIny9GlH8Ampl5ZUL0bzWx52SI_DrKTywVcAc6Fpjf2N9ngaTPiEugUFtC0cdAO0ELhI8-YrW_ENZ9Riprf49MGTvpes-2gHgk-bofR2PJuGoauKMrQj7rJQQ5unPdavTAqv5D4ZUhMJldonUWdnTPILADxg4uzavCFVV6po9lrR4SGFC7ejROc6RUOf37eKe2E2nOwMec2Vq9Os-Xgv_r7rhlNnapvuWgEGjVYxcda&cce=2&category=acrcp_v1_32&sig=AOD64_26K8qKx5mSSm-n06nWV5VRUOgudg&adurl&rct=j&q&ctype=99&nis=6,"Manchester, UK",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
Silverchip Ltd,https://www.silverchip.com/,"Manchester, UK",True,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,80.0,High,True
SoftAims,https://softaims.co.uk/,"Manchester, UK",True,True,True,True,False,True,True,False,True,False,2.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'PHP', 'Node', 'React', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'Docker', '.NET', 'PyTorch']",1,1,0,0,1,0,0,1,0,100.0,High,True
Suffescom UK - Mobile App Development Company in Manchester | Hire App Developer,https://suffescom.co.uk/,"Manchester, UK",True,True,True,True,False,True,False,False,False,False,1.0,"['Angular', 'Python', 'Java', 'Django', 'Kubernetes', 'PHP', 'Node', 'React', 'TensorFlow', 'Rust', 'Ruby', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,1,1,1,1,1,1,1,100.0,High,True
BuildEmpire,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Higher Ground,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Marble Media,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Umbrella Host,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Rectuoso,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Dreamr,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Kagool,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
The right SEO,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Nettl,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
Tweak IT Media,,"Manchester, UK",,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,,,
ComputerTalk Technology Inc,/aclk?sa=L&ai=DChsSEwi2wO2UlsWVAxWppWYCHVMbMUUYACICCAEQARoCc20&co=1&ase=2&gclid=EAIaIQobChMItsDtlJbFlQMVqaVmAh1TGzFFEBAYASAAEgLe-fD_BwE&cid=CAASuwHkaALHU6DNh5-sUzvQ4pY8zot6W79dXhs3q966TV3NxxM_mxO8Apcmsc_Fy2lNe0KHCQJfccTaqoJhi7My3Jxmf8mZYGuwTFce4lmfOoke88uExeVAFZKKaKPeW8zpOH4I9ePpl5NPSPhcY0H0BzdnX4u980bT6OvT2rFFa12kVQJCCaOyj0YjSP8ExpgNpQNX7RkqhP-ogt595g0-8LbENS0lzgx8hfV2KGNFuMr5Z4bMH02Fnb4tVUeY&cce=2&category=acrcp_v1_32&sig=AOD64_0NO6wp_XbImFxpfj-Z7dQMIGcZlg&adurl&rct=j&q&ctype=99&nis=6,"Toronto, Canada",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
Cybershield IT Solutions Inc.,/aclk?sa=L&ai=DChsSEwi2wO2UlsWVAxWppWYCHVMbMUUYACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMItsDtlJbFlQMVqaVmAh1TGzFFEBAYAiAAEgKODvD_BwE&cid=CAASuwHkaALHU6DNh5-sUzvQ4pY8zot6W79dXhs3q966TV3NxxM_mxO8Apcmsc_Fy2lNe0KHCQJfccTaqoJhi7My3Jxmf8mZYGuwTFce4lmfOoke88uExeVAFZKKaKPeW8zpOH4I9ePpl5NPSPhcY0H0BzdnX4u980bT6OvT2rFFa12kVQJCCaOyj0YjSP8ExpgNpQNX7RkqhP-ogt595g0-8LbENS0lzgx8hfV2KGNFuMr5Z4bMH02Fnb4tVUeY&cce=2&category=acrcp_v1_32&sig=AOD64_3SbM7wf7lXQ6UdP7_J0QSPt6QQ5w&adurl&rct=j&q&ctype=99&nis=6,"Toronto, Canada",False,True,True,True,False,True,False,False,False,False,0.0,[],0,0,0,0,0,0,0,0,0,70.0,High,True
iQlance Solutions - Mobile App Developers Toronto,https://www.iqlance.com/,"Toronto, Canada",True,True,True,True,False,True,True,False,False,False,0.0,"['Angular', 'Python', 'Java', 'PHP', 'Node', 'React', 'Laravel', 'Azure', 'Rust', 'Ruby', 'TensorFlow', 'Go', 'AWS', 'Vue', 'WordPress', 'Docker', '.NET']",1,1,0,0,1,1,1,1,1,100.0,High,True
datarockets - custom software and mobile app development,http://datarockets.com/,"Toronto, Canada",True,True,True,True,False,True,False,True,False,False,2.0,"['Angular', 'Java', 'PHP', 'TensorFlow', 'Go', 'Vue']",1,1,1,0,0,1,1,1,1,100.0,High,True
